|                 wl |      k_tot |
|  7919.999999999999 | -1.602e+02 |
|             7930.0 | -1.613e+02 |
|             7940.0 | -1.624e+02 |
|             7950.0 | -1.635e+02 |
|  7959.999999999999 | -1.646e+02 |
|             7970.0 | -1.657e+02 |
|             7980.0 | -1.668e+02 |
|  7989.999999999999 | -1.680e+02 |
|             8000.0 | -1.691e+02 |
|             8010.0 | -1.702e+02 |
|             8020.0 | -1.714e+02 |
|  8029.999999999999 | -1.725e+02 |
|             8040.0 | -1.736e+02 |
|             8050.0 | -1.748e+02 |
|  8059.999999999999 | -1.760e+02 |
|             8070.0 | -1.771e+02 |
|             8080.0 | -1.783e+02 |
|             8090.0 | -1.794e+02 |
|             8100.0 | -1.806e+02 |
|             8110.0 | -1.818e+02 |
|             8120.0 | -1.830e+02 |
|  8129.999999999999 | -1.842e+02 |
|             8140.0 | -1.854e+02 |
|             8150.0 | -1.866e+02 |
|  8159.999999999999 | -1.878e+02 |
|             8170.0 | -1.890e+02 |
|             8180.0 | -1.902e+02 |
|             8190.0 | -1.914e+02 |
|             8200.0 | -1.926e+02 |
|             8210.0 | -1.938e+02 |
|             8220.0 | -1.951e+02 |
|             8230.0 | -1.963e+02 |
|             8240.0 | -1.976e+02 |
|             8250.0 | -1.988e+02 |
|             8260.0 | -2.001e+02 |
|             8270.0 | -2.013e+02 |
|             8280.0 | -2.026e+02 |
|             8290.0 | -2.038e+02 |
|             8300.0 | -2.051e+02 |
|             8310.0 | -2.064e+02 |
|             8320.0 | -2.077e+02 |
|             8330.0 | -2.089e+02 |
|             8340.0 | -2.102e+02 |
|             8350.0 | -2.115e+02 |
|             8360.0 | -2.128e+02 |
|             8370.0 | -2.141e+02 |
|             8380.0 | -2.154e+02 |
|             8390.0 | -2.168e+02 |
|             8400.0 | -2.181e+02 |
|             8410.0 | -2.194e+02 |
|             8420.0 | -2.207e+02 |
|             8430.0 | -2.221e+02 |
|             8440.0 | -2.234e+02 |
|             8450.0 | -2.248e+02 |
|             8460.0 | -2.261e+02 |
|             8470.0 | -2.275e+02 |
|             8480.0 | -2.288e+02 |
|             8490.0 | -2.302e+02 |
|             8500.0 | -2.316e+02 |
|             8510.0 | -2.329e+02 |
|             8520.0 | -2.343e+02 |
|             8530.0 | -2.357e+02 |
|             8540.0 | -2.371e+02 |
|             8550.0 | -2.385e+02 |
|             8560.0 | -2.399e+02 |
|             8570.0 | -2.413e+02 |
|             8580.0 | -2.427e+02 |
|             8590.0 | -2.441e+02 |
|             8600.0 | -2.456e+02 |
|             8610.0 | -2.470e+02 |
|             8620.0 | -2.484e+02 |
|             8630.0 | -2.499e+02 |
|             8640.0 | -2.513e+02 |
|             8650.0 | -2.528e+02 |
|             8660.0 | -2.542e+02 |
|             8670.0 | -2.557e+02 |
|             8680.0 | -2.571e+02 |
|             8690.0 | -2.586e+02 |
|             8700.0 | -2.601e+02 |
|             8710.0 | -2.616e+02 |
|             8720.0 | -2.631e+02 |
|             8730.0 | -2.645e+02 |
|             8740.0 | -2.660e+02 |
|             8750.0 | -2.675e+02 |
|             8760.0 | -2.691e+02 |
|             8770.0 | -2.706e+02 |
|             8780.0 | -2.721e+02 |
|             8790.0 | -2.736e+02 |
|             8800.0 | -2.751e+02 |
|             8810.0 | -2.767e+02 |
|             8820.0 | -2.782e+02 |
|             8830.0 | -2.798e+02 |
|             8840.0 | -2.813e+02 |
|             8850.0 | -2.829e+02 |
|             8860.0 | -2.844e+02 |
|             8870.0 | -2.860e+02 |
|             8880.0 | -2.876e+02 |
|             8890.0 | -2.891e+02 |
|             8900.0 | -2.907e+02 |
|             8910.0 | -2.923e+02 |
|             8920.0 | -2.939e+02 |
|             8930.0 | -2.955e+02 |
|             8940.0 | -2.971e+02 |
|             8950.0 | -2.987e+02 |
|             8960.0 | -3.004e+02 |
|             8970.0 | -3.020e+02 |
|             8980.0 | -3.036e+02 |
|             8990.0 | -3.052e+02 |
|             9000.0 | -3.069e+02 |
|             9010.0 | -3.085e+02 |
|             9020.0 | -3.102e+02 |
|             9030.0 | -3.118e+02 |
|             9040.0 | -3.135e+02 |
|             9050.0 | -3.152e+02 |
|             9060.0 | -3.168e+02 |
|             9070.0 | -3.185e+02 |
|             9080.0 | -3.202e+02 |
|             9090.0 | -3.219e+02 |
|             9100.0 | -3.236e+02 |
|             9110.0 | -3.253e+02 |
|             9120.0 | -3.270e+02 |
|             9130.0 | -3.287e+02 |
|             9140.0 | -3.304e+02 |
|             9150.0 | -3.322e+02 |
|             9160.0 | -3.339e+02 |
|             9170.0 | -3.356e+02 |
|             9180.0 | -3.374e+02 |
|             9190.0 | -3.391e+02 |
|             9200.0 | -3.409e+02 |
|             9210.0 | -3.426e+02 |
|             9220.0 | -3.444e+02 |
|             9230.0 | -3.462e+02 |
|             9240.0 | -3.479e+02 |
|             9250.0 | -3.497e+02 |
|             9260.0 | -3.515e+02 |
|             9270.0 | -3.533e+02 |
|             9280.0 | -3.551e+02 |
|             9290.0 | -3.569e+02 |
|             9300.0 | -3.587e+02 |
|             9310.0 | -3.605e+02 |
|             9320.0 | -3.624e+02 |
|             9330.0 | -3.642e+02 |
|             9340.0 | -3.660e+02 |
|             9350.0 | -3.679e+02 |
|             9360.0 | -3.697e+02 |
|             9370.0 | -3.716e+02 |
|             9380.0 | -3.734e+02 |
|             9390.0 | -3.753e+02 |
|             9400.0 | -3.772e+02 |
|             9410.0 | -3.791e+02 |
|             9420.0 | -3.809e+02 |
|             9430.0 | -3.828e+02 |
|             9440.0 | -3.847e+02 |
|             9450.0 | -3.866e+02 |
|             9460.0 | -3.885e+02 |
|             9470.0 | -3.904e+02 |
|             9480.0 | -3.924e+02 |
|             9490.0 | -3.943e+02 |
|             9500.0 | -3.962e+02 |
|             9510.0 | -3.982e+02 |
|             9520.0 | -4.001e+02 |
|             9530.0 | -4.021e+02 |
|             9540.0 | -4.040e+02 |
|             9550.0 | -4.060e+02 |
|             9560.0 | -4.079e+02 |
|             9570.0 | -4.099e+02 |
|             9580.0 | -4.119e+02 |
|             9590.0 | -4.139e+02 |
|             9600.0 | -4.159e+02 |
|             9610.0 | -4.179e+02 |
|  9619.999999999998 | -4.199e+02 |
|             9630.0 | -4.219e+02 |
|             9640.0 | -4.239e+02 |
|  9649.999999999998 | -4.259e+02 |
|             9660.0 | -4.280e+02 |
|             9670.0 | -4.300e+02 |
|  9679.999999999998 | -4.320e+02 |
|             9690.0 | -4.341e+02 |
|             9700.0 | -4.361e+02 |
|             9710.0 | -4.382e+02 |
|             9720.0 | -4.403e+02 |
|             9730.0 | -4.423e+02 |
|             9740.0 | -4.444e+02 |
|             9750.0 | -4.465e+02 |
|  9759.999999999998 | -4.486e+02 |
|             9770.0 | -4.507e+02 |
|             9780.0 | -4.528e+02 |
|  9789.999999999998 | -4.549e+02 |
|             9800.0 | -4.570e+02 |
|             9810.0 | -4.592e+02 |
|  9819.999999999998 | -4.613e+02 |
|             9830.0 | -4.634e+02 |
|             9840.0 | -4.656e+02 |
|             9850.0 | -4.677e+02 |
|             9860.0 | -4.699e+02 |
|             9870.0 | -4.720e+02 |
|             9880.0 | -4.742e+02 |
|             9890.0 | -4.764e+02 |
|             9900.0 | -4.786e+02 |
|             9910.0 | -4.808e+02 |
|             9920.0 | -4.830e+02 |
|  9929.999999999998 | -4.852e+02 |
|             9940.0 | -4.874e+02 |
|             9950.0 | -4.896e+02 |
|  9959.999999999998 | -4.918e+02 |
|             9970.0 | -4.940e+02 |
|             9980.0 | -4.963e+02 |
|  9989.999999999998 | -4.985e+02 |
|            10000.0 | -5.007e+02 |
|            10010.0 | -5.030e+02 |
|            10020.0 | -5.053e+02 |
|            10030.0 | -5.075e+02 |
|            10040.0 | -5.098e+02 |
|            10050.0 | -5.121e+02 |
|            10060.0 | -5.144e+02 |
|            10070.0 | -5.167e+02 |
|            10080.0 | -5.190e+02 |
|            10090.0 | -5.213e+02 |
| 10099.999999999998 | -5.236e+02 |
|            10110.0 | -5.259e+02 |
|            10120.0 | -5.282e+02 |
| 10129.999999999998 | -5.306e+02 |
|            10140.0 | -5.329e+02 |
|            10150.0 | -5.352e+02 |
| 10159.999999999998 | -5.376e+02 |
|            10170.0 | -5.400e+02 |
|            10180.0 | -5.423e+02 |
|            10190.0 | -5.447e+02 |
|            10200.0 | -5.471e+02 |
|            10210.0 | -5.495e+02 |
|            10220.0 | -5.518e+02 |
|            10230.0 | -5.542e+02 |
|            10240.0 | -5.567e+02 |
|            10250.0 | -5.591e+02 |
|            10260.0 | -5.615e+02 |
| 10269.999999999998 | -5.639e+02 |
|            10280.0 | -5.663e+02 |
|            10290.0 | -5.688e+02 |
| 10299.999999999998 | -5.712e+02 |
|            10310.0 | -5.737e+02 |
|            10320.0 | -5.761e+02 |
| 10329.999999999998 | -5.786e+02 |
|            10340.0 | -5.811e+02 |
|            10350.0 | -5.836e+02 |
|            10360.0 | -5.861e+02 |
|            10370.0 | -5.886e+02 |
|            10380.0 | -5.911e+02 |
|            10390.0 | -5.936e+02 |
|            10400.0 | -5.961e+02 |
| 10409.999999999998 | -5.986e+02 |
|            10420.0 | -6.011e+02 |
|            10430.0 | -6.037e+02 |
| 10439.999999999998 | -6.062e+02 |
|            10450.0 | -6.088e+02 |
|            10460.0 | -6.113e+02 |
| 10469.999999999998 | -6.139e+02 |
|            10480.0 | -6.165e+02 |
|            10490.0 | -6.190e+02 |
|            10500.0 | -6.216e+02 |
|            10510.0 | -6.242e+02 |
|            10520.0 | -6.268e+02 |
|            10530.0 | -6.294e+02 |
|            10540.0 | -6.320e+02 |
|            10550.0 | -6.346e+02 |
|            10560.0 | -6.373e+02 |
|            10570.0 | -6.399e+02 |
| 10579.999999999998 | -6.425e+02 |
|            10590.0 | -6.452e+02 |
|            10600.0 | -6.479e+02 |
| 10609.999999999998 | -6.505e+02 |
|            10620.0 | -6.532e+02 |
|            10630.0 | -6.559e+02 |
| 10639.999999999998 | -6.585e+02 |
|            10650.0 | -6.612e+02 |
|            10660.0 | -6.639e+02 |
|            10670.0 | -6.666e+02 |
|            10680.0 | -6.694e+02 |
|            10690.0 | -6.721e+02 |
|            10700.0 | -6.748e+02 |
|            10710.0 | -6.775e+02 |
|            10720.0 | -6.803e+02 |
|            10730.0 | -6.830e+02 |
|            10740.0 | -6.858e+02 |
| 10749.999999999998 | -6.885e+02 |
|            10760.0 | -6.913e+02 |
|            10770.0 | -6.941e+02 |
| 10779.999999999998 | -6.969e+02 |
|            10790.0 | -6.997e+02 |
|            10800.0 | -7.025e+02 |
| 10809.999999999998 | -7.053e+02 |
|            10820.0 | -7.081e+02 |
|            10830.0 | -7.109e+02 |
|            10840.0 | -7.137e+02 |
|            10850.0 | -7.166e+02 |
|            10860.0 | -7.194e+02 |
|            10870.0 | -7.223e+02 |
|            10880.0 | -7.251e+02 |
| 10889.999999999998 | -7.280e+02 |
|            10900.0 | -7.308e+02 |
|            10910.0 | -7.337e+02 |
| 10919.999999999998 | -7.366e+02 |
|            10930.0 | -7.395e+02 |
|            10940.0 | -7.424e+02 |
| 10949.999999999998 | -7.453e+02 |
|            10960.0 | -7.482e+02 |
|            10970.0 | -7.512e+02 |
| 10979.999999999998 | -7.541e+02 |
|            10990.0 | -7.570e+02 |
|            11000.0 | -7.600e+02 |
|            11010.0 | -7.629e+02 |
|            11020.0 | -7.659e+02 |
|            11030.0 | -7.689e+02 |
|            11040.0 | -7.718e+02 |
|            11050.0 | -7.748e+02 |
| 11059.999999999998 | -7.778e+02 |
|            11070.0 | -7.808e+02 |
|            11080.0 | -7.838e+02 |
| 11089.999999999998 | -7.868e+02 |
|            11100.0 | -7.898e+02 |
|            11110.0 | -7.929e+02 |
| 11119.999999999998 | -7.959e+02 |
|            11130.0 | -7.989e+02 |
|            11140.0 | -8.020e+02 |
|            11150.0 | -8.051e+02 |
|            11160.0 | -8.081e+02 |
|            11170.0 | -8.112e+02 |
|            11180.0 | -8.143e+02 |
|            11190.0 | -8.174e+02 |
|            11200.0 | -8.205e+02 |
|            11210.0 | -8.236e+02 |
|            11220.0 | -8.267e+02 |
| 11229.999999999998 | -8.298e+02 |
|            11240.0 | -8.329e+02 |
|            11250.0 | -8.361e+02 |
| 11259.999999999998 | -8.392e+02 |
|            11270.0 | -8.423e+02 |
|            11280.0 | -8.455e+02 |
| 11289.999999999998 | -8.487e+02 |
|            11300.0 | -8.518e+02 |
|            11310.0 | -8.550e+02 |
|            11320.0 | -8.582e+02 |
|            11330.0 | -8.614e+02 |
|            11340.0 | -8.646e+02 |
|            11350.0 | -8.678e+02 |
|            11360.0 | -8.710e+02 |
| 11369.999999999998 | -8.743e+02 |
|            11380.0 | -8.775e+02 |
|            11390.0 | -8.807e+02 |
| 11399.999999999998 | -8.840e+02 |
|            11410.0 | -8.873e+02 |
|            11420.0 | -8.905e+02 |
| 11429.999999999998 | -8.938e+02 |
|            11440.0 | -8.971e+02 |
|            11450.0 | -9.004e+02 |
| 11459.999999999998 | -9.037e+02 |
|            11470.0 | -9.070e+02 |
|            11480.0 | -9.103e+02 |
|            11490.0 | -9.136e+02 |
|            11500.0 | -9.169e+02 |
|            11510.0 | -9.203e+02 |
|            11520.0 | -9.236e+02 |
|            11530.0 | -9.270e+02 |
| 11539.999999999998 | -9.303e+02 |
|            11550.0 | -9.337e+02 |
|            11560.0 | -9.371e+02 |
| 11569.999999999998 | -9.404e+02 |
|            11580.0 | -9.438e+02 |
|            11590.0 | -9.472e+02 |
| 11599.999999999998 | -9.507e+02 |
|            11610.0 | -9.541e+02 |
|            11620.0 | -9.575e+02 |
| 11629.999999999998 | -9.609e+02 |
|            11640.0 | -9.644e+02 |
|            11650.0 | -9.678e+02 |
|            11660.0 | -9.713e+02 |
|            11670.0 | -9.747e+02 |
|            11680.0 | -9.782e+02 |
|            11690.0 | -9.817e+02 |
|            11700.0 | -9.852e+02 |
| 11709.999999999998 | -9.887e+02 |
|            11720.0 | -9.922e+02 |
|            11730.0 | -9.957e+02 |
| 11739.999999999998 | -9.992e+02 |
|            11750.0 | -1.003e+03 |
|            11760.0 | -1.006e+03 |
| 11769.999999999998 | -1.010e+03 |
|            11780.0 | -1.013e+03 |
|            11790.0 | -1.017e+03 |
|            11800.0 | -1.020e+03 |
|            11810.0 | -1.024e+03 |
|            11820.0 | -1.028e+03 |
|            11830.0 | -1.031e+03 |
|            11840.0 | -1.035e+03 |
|            11850.0 | -1.038e+03 |
|            11860.0 | -1.042e+03 |
|            11870.0 | -1.046e+03 |
| 11879.999999999998 | -1.049e+03 |
|            11890.0 | -1.053e+03 |
|            11900.0 | -1.057e+03 |
| 11909.999999999998 | -1.060e+03 |
|            11920.0 | -1.064e+03 |
|            11930.0 | -1.068e+03 |
| 11939.999999999998 | -1.071e+03 |
|            11950.0 | -1.075e+03 |
|            11960.0 | -1.079e+03 |
|            11970.0 | -1.082e+03 |
|            11980.0 | -1.086e+03 |
|            11990.0 | -1.090e+03 |
|            12000.0 | -1.094e+03 |
|            12010.0 | -1.097e+03 |
| 12019.999999999998 | -1.101e+03 |
|            12030.0 | -1.105e+03 |
|            12040.0 | -1.109e+03 |
| 12049.999999999998 | -1.112e+03 |
|            12060.0 | -1.116e+03 |
|            12070.0 | -1.120e+03 |
| 12079.999999999998 | -1.124e+03 |
|            12090.0 | -1.128e+03 |
|            12100.0 | -1.131e+03 |
| 12109.999999999998 | -1.135e+03 |
|            12120.0 | -1.139e+03 |
|            12130.0 | -1.143e+03 |
|            12140.0 | -1.147e+03 |
|            12150.0 | -1.151e+03 |
|            12160.0 | -1.154e+03 |
|            12170.0 | -1.158e+03 |
|            12180.0 | -1.162e+03 |
| 12189.999999999998 | -1.166e+03 |
|            12200.0 | -1.170e+03 |
|            12210.0 | -1.174e+03 |
| 12219.999999999998 | -1.178e+03 |
|            12230.0 | -1.182e+03 |
|            12240.0 | -1.186e+03 |
| 12249.999999999998 | -1.190e+03 |
|            12260.0 | -1.194e+03 |
|            12270.0 | -1.198e+03 |
|            12280.0 | -1.202e+03 |
|            12290.0 | -1.206e+03 |
|            12300.0 | -1.210e+03 |
|            12310.0 | -1.214e+03 |
|            12320.0 | -1.218e+03 |
|            12330.0 | -1.222e+03 |
|            12340.0 | -1.226e+03 |
|            12350.0 | -1.230e+03 |
| 12359.999999999998 | -1.234e+03 |
|            12370.0 | -1.238e+03 |
|            12380.0 | -1.242e+03 |
| 12389.999999999998 | -1.246e+03 |
|            12400.0 | -1.250e+03 |
|            12410.0 | -1.254e+03 |
| 12419.999999999998 | -1.258e+03 |
|            12430.0 | -1.262e+03 |
|            12440.0 | -1.266e+03 |
|            12450.0 | -1.270e+03 |
|            12460.0 | -1.275e+03 |
|            12470.0 | -1.279e+03 |
|            12480.0 | -1.283e+03 |
|            12490.0 | -1.287e+03 |
| 12499.999999999998 | -1.291e+03 |
|            12510.0 | -1.295e+03 |
|            12520.0 | -1.299e+03 |
| 12529.999999999998 | -1.304e+03 |
|            12540.0 | -1.308e+03 |
|            12550.0 | -1.312e+03 |
| 12559.999999999998 | -1.316e+03 |
|            12570.0 | -1.320e+03 |
|            12580.0 | -1.325e+03 |
| 12589.999999999998 | -1.329e+03 |
|            12600.0 | -1.333e+03 |
|            12610.0 | -1.337e+03 |
|            12620.0 | -1.342e+03 |
|            12630.0 | -1.346e+03 |
|            12640.0 | -1.350e+03 |
|            12650.0 | -1.355e+03 |
|            12660.0 | -1.359e+03 |
| 12669.999999999998 | -1.363e+03 |
|            12680.0 | -1.368e+03 |
|            12690.0 | -1.372e+03 |
| 12699.999999999998 | -1.376e+03 |
|            12710.0 | -1.381e+03 |
|            12720.0 | -1.385e+03 |
| 12729.999999999998 | -1.389e+03 |
|            12740.0 | -1.394e+03 |
|            12750.0 | -1.398e+03 |
| 12759.999999999998 | -1.402e+03 |
|            12770.0 | -1.407e+03 |
|            12780.0 | -1.411e+03 |
|            12790.0 | -1.416e+03 |
|            12800.0 | -1.420e+03 |
|            12810.0 | -1.424e+03 |
|            12820.0 | -1.429e+03 |
|            12830.0 | -1.433e+03 |
| 12839.999999999998 | -1.438e+03 |
|            12850.0 | -1.442e+03 |
|            12860.0 | -1.447e+03 |
| 12869.999999999998 | -1.451e+03 |
|            12880.0 | -1.456e+03 |
|            12890.0 | -1.460e+03 |
| 12899.999999999998 | -1.465e+03 |
|            12910.0 | -1.469e+03 |
|            12920.0 | -1.474e+03 |
|            12930.0 | -1.478e+03 |
|            12940.0 | -1.483e+03 |
|            12950.0 | -1.488e+03 |
|            12960.0 | -1.492e+03 |
|            12970.0 | -1.497e+03 |
|            12980.0 | -1.501e+03 |
|            12990.0 | -1.506e+03 |
|            13000.0 | -1.511e+03 |
| 13009.999999999998 | -1.515e+03 |
|            13020.0 | -1.520e+03 |
|            13030.0 | -1.524e+03 |
| 13039.999999999998 | -1.529e+03 |
|            13050.0 | -1.534e+03 |
|            13060.0 | -1.538e+03 |
| 13069.999999999998 | -1.543e+03 |
|            13080.0 | -1.548e+03 |
|            13090.0 | -1.552e+03 |
|            13100.0 | -1.557e+03 |
|            13110.0 | -1.562e+03 |
|            13120.0 | -1.567e+03 |
|            13130.0 | -1.571e+03 |
|            13140.0 | -1.576e+03 |
| 13149.999999999998 | -1.581e+03 |
|            13160.0 | -1.586e+03 |
|            13170.0 | -1.590e+03 |
| 13179.999999999998 | -1.595e+03 |
|            13190.0 | -1.600e+03 |
|            13200.0 | -1.605e+03 |
| 13209.999999999998 | -1.609e+03 |
|            13220.0 | -1.614e+03 |
|            13230.0 | -1.619e+03 |
| 13239.999999999998 | -1.624e+03 |
|            13250.0 | -1.629e+03 |
|            13260.0 | -1.634e+03 |
|            13270.0 | -1.638e+03 |
|            13280.0 | -1.643e+03 |
|            13290.0 | -1.648e+03 |
|            13300.0 | -1.653e+03 |
|            13310.0 | -1.658e+03 |
| 13319.999999999998 | -1.663e+03 |
|            13330.0 | -1.668e+03 |
|            13340.0 | -1.673e+03 |
| 13349.999999999998 | -1.678e+03 |
|            13360.0 | -1.683e+03 |
|            13370.0 | -1.688e+03 |
| 13379.999999999998 | -1.693e+03 |
|            13390.0 | -1.698e+03 |
|            13400.0 | -1.703e+03 |
| 13409.999999999998 | -1.708e+03 |
|            13420.0 | -1.713e+03 |
|            13430.0 | -1.718e+03 |
|            13440.0 | -1.723e+03 |
|            13450.0 | -1.728e+03 |
|            13460.0 | -1.733e+03 |
|            13470.0 | -1.738e+03 |
|            13480.0 | -1.743e+03 |
| 13489.999999999998 | -1.748e+03 |
|            13500.0 | -1.753e+03 |
|            13510.0 | -1.758e+03 |
| 13519.999999999998 | -1.763e+03 |
|            13530.0 | -1.768e+03 |
|            13540.0 | -1.773e+03 |
| 13549.999999999998 | -1.778e+03 |
|            13560.0 | -1.784e+03 |
|            13570.0 | -1.789e+03 |
|            13580.0 | -1.794e+03 |
|            13590.0 | -1.799e+03 |
|            13600.0 | -1.804e+03 |
|            13610.0 | -1.809e+03 |
|            13620.0 | -1.815e+03 |
| 13629.999999999998 | -1.820e+03 |
|            13640.0 | -1.825e+03 |
|            13650.0 | -1.830e+03 |
| 13659.999999999998 | -1.835e+03 |
|            13670.0 | -1.841e+03 |
|            13680.0 | -1.846e+03 |
| 13689.999999999998 | -1.851e+03 |
|            13700.0 | -1.856e+03 |
|            13710.0 | -1.862e+03 |
| 13719.999999999998 | -1.867e+03 |
|            13730.0 | -1.872e+03 |
|            13740.0 | -1.878e+03 |
|            13750.0 | -1.883e+03 |
|            13760.0 | -1.888e+03 |
|            13770.0 | -1.894e+03 |
|            13780.0 | -1.899e+03 |
|            13790.0 | -1.904e+03 |
| 13799.999999999998 | -1.910e+03 |
|            13810.0 | -1.915e+03 |
|            13820.0 | -1.921e+03 |
| 13829.999999999998 | -1.926e+03 |
|            13840.0 | -1.931e+03 |
|            13850.0 | -1.937e+03 |
| 13859.999999999998 | -1.942e+03 |
|            13870.0 | -1.948e+03 |
|            13880.0 | -1.953e+03 |
| 13889.999999999998 | -1.959e+03 |
|            13900.0 | -1.964e+03 |
|            13910.0 | -1.970e+03 |
|            13920.0 | -1.975e+03 |
|            13930.0 | -1.980e+03 |
|            13940.0 | -1.986e+03 |
|            13950.0 | -1.992e+03 |
|            13960.0 | -1.997e+03 |
| 13969.999999999998 | -2.003e+03 |
|            13980.0 | -2.008e+03 |
|            13990.0 | -2.014e+03 |
| 13999.999999999998 | -2.019e+03 |
|            14010.0 | -2.025e+03 |
|            14020.0 | -2.030e+03 |
| 14029.999999999998 | -2.036e+03 |
|            14040.0 | -2.042e+03 |
|            14050.0 | -2.047e+03 |
| 14059.999999999998 | -2.053e+03 |
|            14070.0 | -2.059e+03 |
|            14080.0 | -2.064e+03 |
|            14090.0 | -2.070e+03 |
|            14100.0 | -2.076e+03 |
|            14110.0 | -2.081e+03 |
|            14120.0 | -2.087e+03 |
|            14130.0 | -2.093e+03 |
| 14139.999999999998 | -2.098e+03 |
|            14150.0 | -2.104e+03 |
|            14160.0 | -2.110e+03 |
| 14169.999999999998 | -2.116e+03 |
|            14180.0 | -2.121e+03 |
|            14190.0 | -2.127e+03 |
| 14199.999999999998 | -2.133e+03 |
|            14210.0 | -2.139e+03 |
|            14220.0 | -2.144e+03 |
|            14230.0 | -2.150e+03 |
|            14240.0 | -2.156e+03 |
|            14250.0 | -2.162e+03 |
|            14260.0 | -2.168e+03 |
|            14270.0 | -2.173e+03 |
| 14279.999999999998 | -2.179e+03 |
|            14290.0 | -2.185e+03 |
|            14300.0 | -2.191e+03 |
| 14309.999999999998 | -2.197e+03 |
|            14320.0 | -2.203e+03 |
|            14330.0 | -2.209e+03 |
| 14339.999999999998 | -2.215e+03 |
|            14350.0 | -2.221e+03 |
|            14360.0 | -2.227e+03 |
| 14369.999999999998 | -2.233e+03 |
|            14380.0 | -2.238e+03 |
|            14390.0 | -2.244e+03 |
|            14400.0 | -2.250e+03 |
|            14410.0 | -2.256e+03 |
|            14420.0 | -2.262e+03 |
|            14430.0 | -2.268e+03 |
|            14440.0 | -2.274e+03 |
| 14449.999999999998 | -2.280e+03 |
|            14460.0 | -2.286e+03 |
|            14470.0 | -2.293e+03 |
| 14479.999999999998 | -2.299e+03 |
|            14490.0 | -2.305e+03 |
|            14500.0 | -2.311e+03 |
| 14509.999999999998 | -2.317e+03 |
|            14520.0 | -2.323e+03 |
|            14530.0 | -2.329e+03 |
| 14539.999999999998 | -2.335e+03 |
|            14550.0 | -2.341e+03 |
|            14560.0 | -2.347e+03 |
|            14570.0 | -2.354e+03 |
|            14580.0 | -2.360e+03 |
|            14590.0 | -2.366e+03 |
|            14600.0 | -2.372e+03 |
|            14610.0 | -2.378e+03 |
| 14619.999999999998 | -2.385e+03 |
|            14630.0 | -2.391e+03 |
|            14640.0 | -2.397e+03 |
| 14649.999999999998 | -2.403e+03 |
|            14660.0 | -2.409e+03 |
|            14670.0 | -2.416e+03 |
| 14679.999999999998 | -2.422e+03 |
|            14690.0 | -2.428e+03 |
|            14700.0 | -2.435e+03 |
| 14709.999999999998 | -2.441e+03 |
|            14720.0 | -2.447e+03 |
|            14730.0 | -2.454e+03 |
|            14740.0 | -2.460e+03 |
|            14750.0 | -2.466e+03 |
| 14759.999999999998 | -2.473e+03 |
|            14770.0 | -2.479e+03 |
|            14780.0 | -2.485e+03 |
| 14789.999999999998 | -2.492e+03 |
|            14800.0 | -2.498e+03 |
|            14810.0 | -2.505e+03 |
| 14819.999999999998 | -2.511e+03 |
|            14830.0 | -2.517e+03 |
|            14840.0 | -2.524e+03 |
| 14849.999999999998 | -2.530e+03 |
|            14860.0 | -2.537e+03 |
|            14870.0 | -2.543e+03 |
|            14880.0 | -2.550e+03 |
|            14890.0 | -2.556e+03 |
|            14900.0 | -2.563e+03 |
|            14910.0 | -2.569e+03 |
|            14920.0 | -2.576e+03 |
| 14929.999999999998 | -2.582e+03 |
|            14940.0 | -2.589e+03 |
|            14950.0 | -2.595e+03 |
| 14959.999999999998 | -2.602e+03 |
|            14970.0 | -2.609e+03 |
|            14980.0 | -2.615e+03 |
| 14989.999999999998 | -2.622e+03 |
|            15000.0 | -2.628e+03 |
|            15010.0 | -2.635e+03 |
| 15019.999999999998 | -2.642e+03 |
|            15030.0 | -2.648e+03 |
|            15040.0 | -2.655e+03 |
|            15050.0 | -2.662e+03 |
|            15060.0 | -2.668e+03 |
|            15070.0 | -2.675e+03 |
|            15080.0 | -2.682e+03 |
|            15090.0 | -2.688e+03 |
| 15099.999999999998 | -2.695e+03 |
|            15110.0 | -2.702e+03 |
|            15120.0 | -2.709e+03 |
| 15129.999999999998 | -2.715e+03 |
|            15140.0 | -2.722e+03 |
|            15150.0 | -2.729e+03 |
| 15159.999999999998 | -2.736e+03 |
|            15170.0 | -2.742e+03 |
|            15180.0 | -2.749e+03 |
| 15189.999999999998 | -2.756e+03 |
|            15200.0 | -2.763e+03 |
|            15210.0 | -2.770e+03 |
|            15220.0 | -2.777e+03 |
|            15230.0 | -2.783e+03 |
| 15239.999999999998 | -2.790e+03 |
|            15250.0 | -2.797e+03 |
|            15260.0 | -2.804e+03 |
| 15269.999999999998 | -2.811e+03 |
|            15280.0 | -2.818e+03 |
|            15290.0 | -2.825e+03 |
| 15299.999999999998 | -2.832e+03 |
|            15310.0 | -2.839e+03 |
|            15320.0 | -2.846e+03 |
| 15329.999999999998 | -2.853e+03 |
|            15340.0 | -2.860e+03 |
|            15350.0 | -2.867e+03 |
| 15359.999999999998 | -2.874e+03 |
|            15370.0 | -2.881e+03 |
|            15380.0 | -2.888e+03 |
|            15390.0 | -2.895e+03 |
|            15400.0 | -2.902e+03 |
| 15409.999999999998 | -2.909e+03 |
|            15420.0 | -2.916e+03 |
|            15430.0 | -2.923e+03 |
| 15439.999999999998 | -2.930e+03 |
|            15450.0 | -2.937e+03 |
